timestamp;cpu_usage
2025-04-01T18:45:36.904847-03:00;69.49
2025-04-01T18:45:37.919089-03:00;44.52
2025-04-01T18:45:38.930559-03:00;99.89
2025-04-01T18:45:39.940124-03:00;41.94
2025-04-01T18:45:40.951717-03:00;93.22
2025-04-01T18:46:02.743410-03:00;27.67
2025-04-01T18:46:03.755001-03:00;88.1
2025-04-01T18:46:04.766976-03:00;27.49
2025-04-01T18:46:05.777123-03:00;54.05
2025-04-01T18:46:06.792060-03:00;55.05
2025-04-01T18:46:07.805919-03:00;48.67
2025-04-01T18:46:08.816701-03:00;18.32
2025-04-01T18:46:09.829489-03:00;53.33
2025-04-01T18:46:10.839667-03:00;90.4
2025-04-01T18:46:11.850781-03:00;91.34
2025-04-01T18:46:12.862552-03:00;67.77
2025-04-01T18:46:13.872604-03:00;81.34
2025-04-01T18:46:14.883836-03:00;38.03
2025-04-01T18:46:15.899581-03:00;82.14
2025-04-01T18:46:16.912601-03:00;62.05
2025-04-01T18:46:17.924009-03:00;66.44
2025-04-01T18:46:18.937915-03:00;74.99
2025-04-01T18:46:19.950778-03:00;69.75
2025-04-01T18:46:20.967108-03:00;58.88
2025-04-01T18:46:21.981208-03:00;63.36
2025-04-01T18:46:22.994723-03:00;25.98
2025-04-01T18:46:24.011156-03:00;57.76
2025-04-01T18:46:25.026515-03:00;92.0
2025-04-01T18:46:26.040781-03:00;68.56
2025-04-01T18:46:27.051474-03:00;97.99
2025-04-01T18:46:28.063386-03:00;30.47
2025-04-01T18:46:29.079442-03:00;60.12
2025-04-01T18:46:30.092718-03:00;22.26
2025-04-01T18:46:31.105221-03:00;62.73
2025-04-01T18:46:32.118868-03:00;78.01
2025-04-01T18:46:33.130811-03:00;1.69
2025-04-01T18:46:34.141893-03:00;51.6
2025-04-01T18:46:35.153535-03:00;13.42
2025-04-01T18:46:36.165256-03:00;34.87
2025-04-01T18:46:37.184818-03:00;44.08
2025-04-01T18:46:38.198041-03:00;48.06
2025-04-01T18:46:39.212655-03:00;66.25
2025-04-01T18:46:40.225283-03:00;49.88
2025-04-01T18:46:41.236909-03:00;55.07
2025-04-01T18:46:42.251273-03:00;88.14
2025-04-01T18:46:43.262270-03:00;83.89
2025-04-01T18:46:44.273620-03:00;29.86
2025-04-01T18:46:45.292198-03:00;14.81
2025-04-01T18:46:46.303396-03:00;61.44
2025-04-01T18:46:47.316355-03:00;11.93
2025-04-01T18:46:48.326796-03:00;30.75
2025-04-01T18:46:49.341101-03:00;32.42
2025-04-01T18:46:50.356831-03:00;54.85
2025-04-01T18:46:51.367298-03:00;7.46
2025-04-01T18:46:52.380701-03:00;84.6
2025-04-01T18:46:53.397658-03:00;50.76
2025-04-01T18:46:54.411343-03:00;81.76
2025-04-01T18:46:55.426814-03:00;37.14
2025-04-01T18:46:56.441105-03:00;50.2
2025-04-01T18:46:57.453026-03:00;13.44
2025-04-01T18:46:58.466585-03:00;64.66
2025-04-01T18:46:59.480197-03:00;20.77
