timestamp;gpu_usage
1750388400;9.58
1750389120;2.89
1750389840;7.22
1750390560;8.02
1750391280;6.44
1750392000;4.4
1750392720;6.16
1750393440;2.59
1750394160;7.63
1750394880;8.67
1750395600;4.62
1750396320;7.1
1750397040;5.02
1750397760;3.23
1750398480;5.72
1750399200;7.16
1750399920;6.08
1750400640;4.5
1750401360;3.71
1750402080;7.25
1750402800;5.1
1750403520;5.41
1750404240;4.5
1750404960;10.56
1750405680;8.47
1750406400;7.88
1750407120;7.99
1750407840;5.86
1750408560;9.32
1750409280;4.75
1750410000;9.3
1750410720;2.6
1750411440;6.94
1750412160;8.14
1750412880;12.81
1750413600;22.0
1750414320;14.18
1750415040;24.26
1750415760;15.19
1750416480;20.88
1750417200;21.34
1750417920;19.61
1750418640;15.84
1750419360;18.53
1750420080;19.39
1750420800;18.78
1750421520;17.84
1750422240;19.67
1750422960;21.29
1750423680;13.99
1750424400;23.23
1750425120;28.85
1750425840;29.45
1750426560;28.85
1750427280;32.36
1750428000;27.96
1750428720;31.18
1750429440;30.54
1750430160;26.91
1750430880;33.54
1750431600;52.94
1750432320;46.11
1750433040;49.58
1750433760;47.3
1750434480;45.97
1750435200;38.35
1750435920;32.14
1750436640;32.54
1750437360;36.13
1750438080;28.37
1750438800;40.75
1750439520;38.91
1750440240;32.44
1750440960;31.0
1750441680;35.58
1750442400;39.06
1750443120;29.99
1750443840;37.31
1750444560;38.04
1750445280;31.77
1750446000;30.62
1750446720;38.44
1750447440;31.44
1750448160;35.68
1750448880;31.87
1750449600;36.71
1750450320;34.27
1750451040;41.74
1750451760;33.11
1750452480;31.12
1750453200;44.02
1750453920;53.79
1750454640;45.13
1750455360;44.72
1750456080;53.35
1750456800;46.56
1750457520;49.62
1750458240;50.1
1750458960;52.51
1750459680;47.58
1750460400;55.02
1750461120;41.66
1750461840;43.8
1750462560;47.58
1750463280;41.11
1750464000;12.73
1750464720;18.4
1750465440;15.07
1750466160;17.08
1750466880;17.67
1750467600;20.53
1750468320;23.19
1750469040;18.63
1750469760;18.14
1750470480;17.43
1750471200;8.3
1750471920;5.31
1750472640;5.36
1750473360;3.56
1750474080;7.85
